x,y,z
-517,657,-1241
-146,402,-1387
-19,-130,-1335
232,-571,-936
415,-308,-854
484,-19,-753
275,101,-610
46,-158,-728
52,19,-1182
-464,257,-1046
-421,402,-1190
-251,281,-1471
15,-21,-1370
-103,-29,-933
484,-259,-970
284,-21,-901
474,-25,-577
52,-134,-659
-33,-288,-1153
-509,54,-1059
-460,148,-962
-363,392,-1216
-136,296,-1321
-318,569,-1065
366,56,-1208
284,-39,-1264
702,-650,-925
37,-396,-472
329,-427,-532
-263,85,-847
-333,441,-1028
-456,349,-1393
-413,318,-1479
-199,388,-1081
42,181,-1149
363,15,-1093
452,-335,-856
331,-443,-560
140,-232,-792
341,-154,-675
-80,68,-864
-817,300,-1139
-230,343,-1483
-443,474,-1520
83,101,-1485
-150,-11,-972
636,-261,-745
571,-318,-486
167,42,-568
158,-70,-661
232,-206,-1042
-1030,353,-1536
-413,134,-1221
23,195,-1218
56,-115,-1704
-286,583,-1163
933,-74,-774
-122,-398,-571
733,-208,-470
513,-29,-337
-692,251,-1083
-521,347,-1194
-228,187,-1571
-503,-56,-1227
363,-310,-1581
-694,386,-1442
1020,21,-812
128,-220,-404
1024,-363,-468
-599,15,-714
515,40,-527
-835,519,-1696
-216,386,-1233
-1001,187,-1323
784,-411,-1307
-700,245,-1633
741,-284,-657
378,-245,-733
694,-464,-421
-199,216,-489
509,165,-523
-771,616,-1852
-827,160,-1173
-206,191,-1145
40,-62,-1602
-632,445,-1567
689,-437,-909
144,-593,-712
829,-544,-247
122,-1,-363
72,388,-468
-640,484,-1397
-333,499,-1846
-897,218,-1354
128,66,-1251
-366,-48,-1477
435,-216,-1059
325,-466,-609
895,-480,-425
17,87,-468
415,331,-374
-610,220,-1204
-296,242,-1571
-1141,363,-1497
470,64,-1200
-657,284,-1799
386,-247,-981
556,-447,-806
765,-587,-378
62,124,-337
825,158,-212
-874,415,-1604
-905,242,-1376
113,201,-1350
-872,197,-1750
40,230,-1274
429,-404,-1147
224,-286,-845
712,-476,-314
511,130,-195
404,119,-525
-616,355,-1344
-554,83,-1260
-706,447,-1567
-122,197,-1534
-386,290,-1512
396,-353,-1243
173,-573,-694
923,-491,-308
89,253,-273
841,396,-447
-698,-89,-1335
-370,101,-1091
-659,581,-1708
-281,452,-1573
-528,331,-1280
513,-589,-1380
265,-556,-999
788,-519,-204
107,3,-126
575,273,-445
-126,415,-1262
-638,130,-1190
-1040,433,-1561
74,206,-1563
-505,339,-1538
249,-499,-1245
546,-439,-1015
505,-484,-392
507,236,68
540,-150,-482
-407,318,-1358
-460,191,-1141
-897,603,-1473
-54,181,-1538
-657,474,-1421
335,-511,-1268
425,-605,-1184
653,-495,-370
165,126,68
839,91,-370
-382,409,-1430
-413,76,-1052
-862,343,-1483
66,247,-1528
-827,593,-1532
386,-337,-1296
402,-513,-1288
710,-720,-402
277,-54,95
427,240,-327
-70,421,-1333
-343,140,-1251
-1143,392,-1395
306,74,-1534
-1165,573,-1516
605,-167,-1286
290,-447,-1421
597,-733,-536
466,-212,208
482,27,-152
-199,527,-1194
-91,454,-1221
-905,267,-1444
-33,193,-1590
-1120,279,-1485
648,-25,-1262
132,-573,-1423
480,-427,-597
650,-257,54
322,-19,-74
19,404,-1095
-144,351,-1200
-1013,269,-1522
-513,491,-1497
-322,173,-1411
-5,175,-1483
279,-792,-1272
466,-591,-841
685,-402,169
204,203,27
302,429,-1052
-425,525,-1356
-966,162,-1294
146,341,-1604
-1016,212,-1639
232,117,-1323
240,-562,-1239
554,-634,-851
659,-368,85
238,234,17
247,269,-977
-19,497,-1331
-1186,236,-1387
33,351,-1489
-845,259,-1629
35,50,-1262
322,-546,-1319
528,-583,-1040
532,-355,-111
528,-83,183
83,357,-634
-232,698,-1434
-1085,232,-1348
238,347,-1534
-1403,146,-1848
546,56,-1186
-11,-628,-1290
683,-355,-882
443,-505,-101
687,13,183
-74,415,-823
-119,569,-1350
-853,91,-1383
-554,419,-1545
-482,204,-1620
273,222,-1339
-298,-597,-1403
868,-538,-878
579,-474,-181
591,-126,304
329,374,-706
-538,480,-1354
-665,341,-1339
-286,638,-1620
-698,-27,-1727
76,109,-1370
124,-757,-1186
523,-169,-993
841,-417,-72
312,-78,144
569,99,-655
-583,497,-1382
-587,197,-1243
-810,860,-1614
-388,111,-1602
-353,251,-1581
242,-892,-1210
441,-470,-974
897,-441,17
458,122,17
224,283,-564
-132,322,-1233
-638,247,-1395
-903,712,-1606
-568,177,-1624
-105,355,-1520
288,-804,-1284
581,-782,-1057
593,-527,54
640,261,115
398,472,-550
-80,456,-1450
-751,60,-1424
-771,404,-1399
-261,74,-1501
-497,614,-1618
464,-530,-1278
511,-669,-1169
583,-698,-80
552,-54,173
630,329,-431
-472,653,-1210
-240,273,-1469
-1323,579,-1612
-267,-70,-1522
-240,452,-1653
13,-673,-1327
601,-605,-974
769,-554,-158
427,183,281
683,284,-519
-546,443,-1260
-126,89,-1337
-1118,620,-1604
-427,163,-1479
-177,577,-1633
122,-710,-1399
482,-687,-1132
952,-761,-122
107,218,138
794,187,-374
-216,745,-1218
-612,39,-1557
-1087,511,-1362
111,44,-1475
-868,648,-1670
396,-347,-1331
345,-716,-1321
927,-921,-210
347,70,320
571,80,-359
-343,901,-1139
-230,156,-1458
-1138,474,-1561
-269,44,-1399
-349,439,-1516
242,-189,-1499
283,-653,-1266
913,-722,-310
269,-95,261
821,35,-292
-628,829,-1052
-140,-85,-1407
-1011,638,-1622
-400,89,-1436
-489,642,-1442
396,-361,-1423
72,-595,-1356
1097,-831,-183
327,-105,-68
380,-25,-185
-3,821,-737
-216,83,-1473
-1067,569,-1585
-376,56,-1516
-806,540,-1536
452,-242,-1506
325,-638,-1321
897,-673,-417
435,-228,56
392,220,-95
-62,525,-835
-33,-3,-1385
-888,456,-1577
-476,351,-1483
-794,523,-1598
163,-60,-1485
513,-739,-1284
669,-743,-632
419,-257,126
525,78,-1
39,847,-776
-37,-105,-1323
-854,357,-1626
-833,284,-1438
-343,404,-1532
-39,259,-1592
392,-691,-1419
452,-806,-642
669,-388,74
349,158,44
503,609,-618
-443,111,-1440
-601,320,-1432
-730,421,-1536
-482,290,-1567
-214,382,-1627
425,-925,-1382
331,-593,-837
782,-448,193
345,247,54
409,464,-685
-234,208,-1348
-743,448,-1520
-730,327,-1382
-462,138,-1704
-384,429,-1588
614,-597,-1403
240,-667,-913
1081,-642,193
279,286,128
659,427,-532
-638,238,-1411
-398,185,-1383
-714,532,-1567
-675,201,-1540
-187,614,-1497
419,-741,-1504
378,-689,-911
919,-755,1
136,121,144
532,599,-530
-380,351,-1186
-343,181,-1485
-1100,411,-1536
-288,21,-1489
-650,804,-1626
675,-630,-1485
171,-698,-1153
1081,-835,23
105,165,259
815,404,-316
-372,468,-1403
-468,224,-1508
-1206,450,-1536
-78,-121,-1356
-634,815,-1702
536,-507,-1454
208,-659,-1249
1220,-808,50
245,113,261
753,210,-273
-265,523,-1315
-556,146,-1462
-1020,548,-1590
-318,-25,-1378
-456,778,-1592
382,-503,-1491
429,-638,-1225
935,-952,-228
218,175,324
595,222,-95
-152,560,-1225
-456,81,-1544
-1116,548,-1549
-316,-68,-1397
-601,829,-1655
152,-396,-1549
581,-618,-1276
749,-972,-300
540,-13,409
528,345,-173
-58,368,-1122
-515,292,-1497
-907,468,-1581
-534,142,-1504
-622,685,-1534
165,-341,-1540
493,-677,-1430
749,-884,-265
646,-87,331
392,448,-29
263,308,-985
-523,214,-1503
-1046,308,-1631
-466,400,-1534
-745,698,-1514
163,-115,-1551
540,-952,-1382
753,-989,-390
655,-81,283
609,398,91
95,527,-1063
-591,247,-1483
-851,163,-1499
-702,345,-1571
-517,681,-1448
37,-119,-1645
462,-759,-1479
560,-983,-489
767,-91,441
667,267,160
240,310,-1032
-853,419,-1506
-886,355,-1473
-226,298,-1610
-999,591,-1530
210,-126,-1530
441,-691,-1586
909,-835,-419
774,-109,357
382,142,25
302,228,-798
-392,327,-1432
-1048,476,-1672
-488,454,-1551
-530,521,-1479
-214,-23,-1610
860,-769,-1385
480,-1013,-802
858,-224,366
456,325,220
261,478,-827
-345,226,-1415
-964,216,-1545
-794,331,-1610
-540,741,-1504
-126,-13,-1565
462,-683,-1575
532,-987,-774
899,-325,361
560,263,290
314,398,-853
-441,327,-1401
-864,347,-1567
-733,349,-1590
-642,419,-1536
-411,156,-1631
648,-589,-1452
718,-952,-931
823,-460,284
146,259,421
790,249,-698
-790,462,-1520
-544,286,-1458
-843,560,-1649
-618,365,-1516
-204,259,-1557
585,-804,-1501
476,-845,-946
1138,-605,206
173,343,376
634,439,-556
-339,417,-1446
-888,199,-1544
-527,351,-1590
-849,493,-1499
-203,251,-1549
447,-569,-1610
484,-1022,-958
1089,-480,150
134,181,370
458,402,-470
-255,376,-1356
-669,351,-1545
-1210,501,-1747
-366,275,-1348
-390,384,-1684
484,-685,-1508
415,-890,-1221
960,-607,261
177,189,454
874,396,-402
-378,441,-1393
-749,261,-1645
-1132,634,-1723
-538,195,-1399
-269,614,-1610
427,-909,-1495
437,-935,-1198
1018,-587,117
404,201,509
628,577,-337
-234,374,-1358
-730,124,-1583
-737,384,-1663
-860,374,-1450
-140,620,-1493
386,-659,-1585
521,-987,-1180
907,-624,-17
230,68,530
681,517,-296
-134,540,-1305
-702,162,-1571
-1141,411,-1665
-378,185,-1383
-499,724,-1547
501,-667,-1657
167,-884,-1354
962,-804,187
386,199,480
843,345,-208
-236,568,-1339
-659,66,-1616
-1175,620,-1723
-359,95,-1446
-556,925,-1547
413,-796,-1590
669,-1013,-1239
1091,-704,-44
484,144,497
439,515,-109
-83,456,-1241
-628,39,-1692
-909,616,-1626
-716,78,-1432
-445,970,-1436
425,-780,-1690
482,-849,-1329
950,-858,-56
458,46,523
523,402,-144
-44,634,-1157
-552,62,-1600
-1108,659,-1760
-503,-9,-1421
-573,835,-1483
425,-616,-1711
521,-749,-1432
769,-909,-56
378,-15,575
837,302,-138
-121,681,-1130
-591,72,-1676
-1315,610,-1727
-406,91,-1290
-509,968,-1616
300,-669,-1608
593,-1042,-1393
745,-886,-257
718,111,634
452,534,-70
-144,534,-1169
-618,74,-1592
-858,462,-1745
-683,162,-1405
-491,987,-1469
267,-640,-1713
694,-860,-1368
890,-1013,-236
505,304,532
634,136,-68
-103,655,-1036
-503,152,-1585
-845,544,-1700
-552,150,-1415
-767,763,-1524
300,-366,-1727
511,-935,-1477
778,-960,-195
456,158,528
776,169,-21
-171,542,-954
-337,210,-1581
-1163,499,-1782
-497,327,-1376
-595,761,-1645
121,-519,-1608
622,-983,-1540
831,-894,-230
689,228,573
484,199,-72
-5,532,-964
-493,136,-1606
-788,476,-1696
-708,165,-1428
-657,895,-1524
-13,-347,-1690
765,-942,-1508
802,-1022,-327
644,220,605
515,111,-60
44,655,-817
-407,144,-1579
-780,554,-1719
-675,-3,-1497
-749,880,-1504
124,-283,-1711
536,-790,-1643
925,-1024,-203
365,44,528
739,85,103
150,605,-954
-456,242,-1559
-1052,560,-1676
-609,105,-1444
-554,837,-1565
-54,-171,-1602
610,-1083,-1676
616,-950,-417
923,-3,640
320,382,83
273,427,-890
-538,230,-1608
-741,413,-1633
-710,193,-1526
-694,882,-1506
-87,-99,-1745
694,-1036,-1592
843,-1057,-409
774,-15,546
454,253,134
261,521,-776
-573,244,-1637
-888,466,-1627
-566,177,-1516
-743,913,-1497
-89,-206,-1725
614,-845,-1663
905,-1177,-413
488,-31,525
743,261,302
185,439,-948
-562,255,-1590
-1114,517,-1575
-226,181,-1481
-853,940,-1594
-37,-152,-1647
544,-1056,-1653
710,-1141,-630
827,-35,548
308,472,288
398,400,-862
-484,296,-1555
-849,505,-1624
-636,103,-1464
-659,765,-1567
-411,81,-1741
706,-929,-1571
527,-1048,-696
1134,-222,591
226,361,292
224,456,-765
-558,347,-1590
-655,448,-1590
-581,152,-1424
-628,726,-1571
-499,-31,-1842
509,-741,-1657
905,-1011,-612
1077,-292,601
407,117,306
347,579,-749
-441,341,-1571
-862,569,-1598
-409,89,-1522
-874,771,-1585
-325,-25,-1696
691,-905,-1719
421,-977,-780
1190,-175,628
292,81,296
310,691,-646
-439,181,-1579
-726,396,-1635
-833,302,-1618
-968,735,-1491
-167,185,-1635
632,-976,-1748
622,-981,-714
999,-376,450
189,132,396
486,714,-624
-431,398,-1583
-903,249,-1752
-776,288,-1489
-689,556,-1522
-566,349,-1743
854,-956,-1756
464,-915,-796
1098,-324,603
384,-17,333
458,585,-609
-296,382,-1508
-876,437,-1684
-482,249,-1493
-874,614,-1571
-370,230,-1653
646,-946,-1799
370,-972,-825
1145,-251,515
337,27,382
402,599,-513
-339,411,-1528
-771,310,-1752
-946,310,-1501
-593,447,-1352
-439,472,-1747
566,-927,-1817
458,-935,-851
1011,-423,478
21,130,427
571,398,-480
-638,624,-1506
-874,167,-1743
-1007,474,-1596
-1069,363,-1462
-519,503,-1590
421,-1007,-1860
363,-817,-944
784,-433,527
87,3,427
290,370,-546
-552,632,-1389
-1091,327,-1797
-964,283,-1557
-1241,478,-1506
-800,488,-1672
347,-845,-1803
101,-1044,-1007
651,-357,437
109,-156,568
173,698,-511
-806,390,-1442
-1011,298,-1741
-1360,210,-1665
-1165,583,-1368
-747,548,-1633
206,-845,-1747
253,-981,-1034
571,-390,398
74,-115,566
191,480,-462
-923,437,-1438
-841,300,-1733
-1249,136,-1708
-1106,759,-1233
-560,462,-1639
224,-644,-1784
585,-1147,-1073
702,-462,480
247,95,454
573,523,-396
-638,234,-1321
-476,329,-1713
-1089,290,-1852
-812,630,-1280
-325,341,-1532
372,-700,-1766
720,-1102,-1198
915,-394,433
425,230,552
692,433,-450
-538,300,-1264
-458,325,-1682
-895,368,-1782
-696,374,-1405
-411,347,-1428
353,-886,-1748
472,-933,-1237
1018,-322,302
281,277,493
657,363,-374
-484,322,-1241
-523,423,-1696
-1003,552,-1897
-669,267,-1495
-491,236,-1491
468,-1079,-1688
400,-739,-1239
1177,-206,417
357,46,398
575,560,-382
-534,249,-1262
-503,429,-1706
-925,528,-1922
-521,544,-1462
-595,228,-1444
583,-1235,-1735
341,-985,-1147
919,-169,437
456,62,454
443,771,-411
-624,177,-1272
-435,509,-1727
-968,333,-1803
-655,671,-1483
-677,226,-1501
542,-1245,-1704
415,-1005,-935
925,-222,439
333,228,365
667,603,-491
-815,117,-1253
-421,667,-1657
-759,275,-1868
-843,972,-1567
-583,-119,-1483
509,-1231,-1682
462,-1141,-936
1075,-33,558
206,333,396
829,507,-673
-1071,-11,-1313
-359,605,-1577
-692,546,-1946
-724,1079,-1637
-484,-292,-1477
683,-1378,-1549
406,-1259,-878
1145,228,546
247,232,152
700,815,-511
-849,-236,-1426
-363,550,-1606
-735,673,-1754
-644,977,-1614
-456,-253,-1612
800,-1676,-1528
236,-1038,-657
1155,359,519
255,244,44
802,720,-521
-983,-150,-1378
-439,540,-1659
-745,628,-1840
-612,1015,-1637
-378,-503,-1557
821,-1702,-1483
339,-946,-575
1260,486,560
62,554,56
888,271,-669
-1018,-169,-1403
-573,644,-1676
-737,804,-1875
-460,1048,-1643
-538,-784,-1598
1009,-1788,-1288
318,-977,-509
1098,585,528
39,841,-21
798,304,-581
-960,-277,-1643
-743,612,-1627
-739,780,-1752
-447,1073,-1567
-411,-985,-1733
999,-1717,-1145
320,-819,-497
1116,612,566
37,564,-179
593,431,-503
-794,-140,-1657
-765,599,-1667
-847,778,-1807
-433,915,-1565
-286,-1036,-1717
1022,-1686,-1141
382,-665,-292
1110,751,566
85,462,-185
484,158,-661
-948,15,-1590
-710,562,-1842
-929,1007,-1836
-251,880,-1432
-366,-1157,-1750
1241,-1846,-1200
368,-560,-39
1069,573,552
40,907,-374
445,5,-806
-929,46,-1583
-780,425,-1727
-862,1003,-1811
-240,841,-1495
-236,-1196,-1774
1081,-1768,-985
468,-495,-89
1100,569,468
85,810,-392
208,70,-792
-765,148,-1626
-835,353,-1766
-952,1087,-1807
-329,724,-1508
-17,-1341,-1760
1007,-1715,-954
564,-302,42
1013,708,521
197,595,-550
-103,25,-858
-757,216,-1536
-763,292,-1887
-1200,1264,-1797
-191,558,-1424
-179,-1329,-1842
1052,-1891,-960
528,-306,384
854,792,480
255,940,-751
-642,-126,-1034
-821,-44,-1415
-1475,337,-1748
-1649,1360,-1873
-1054,853,-1614
-1005,-1694,-1825
-203,-2018,-856
-515,-113,466
-37,841,398
-784,1059,-755
-1249,-585,-1077
-1670,27,-1368
-2299,648,-1571
-1881,1401,-1733
-1317,784,-1948
-1063,-1653,-1873
-443,-2125,-583
-261,-671,661
-601,911,156
-447,1495,-694
-1944,-33,-1665
-1186,-109,-1670
-1534,105,-1553
-1815,1612,-1395
-1057,685,-1786
-474,-1758,-1950
-255,-1883,-728
-74,-261,720
-722,917,376
-308,460,-663
-1670,66,-1419
-1684,493,-1577
-1614,404,-1661
-2078,659,-1266
-1360,177,-1626
-950,-976,-1803
-772,-1270,-913
-154,-587,839
-1015,435,425
-421,679,-497
-1934,93,-1627
-1737,339,-1624
-1604,261,-1561
-2223,1227,-1522
-1126,236,-1832
-749,-1358,-1823
-448,-1782,-515
-158,197,753
-815,665,-128
-441,650,-899
-1397,-124,-1475
-1905,322,-1778
-1405,472,-1579
-1977,1011,-1485
-1294,72,-1797
-605,-1303,-1827
-796,-1469,-409
-474,-195,812
-706,454,-78
-860,964,-929
-2151,306,-1520
-1830,-199,-1559
-1534,-83,-1499
-1276,509,-1649
-607,-1830,-1524
-573,-1858,-349
-365,134,724
-1009,1208,-27
-1157,220,-968
-1520,70,-1622
-2580,283,-1952
-1577,548,-1284
-2125,876,-1352
-1286,-437,-1727
-815,-1508,-1460
-899,-1038,-218
-484,105,751
-612,960,-52
-1684,1159,-1309
-1409,1177,-1926
-2623,370,-2611
-646,-378,-2399
-2482,-2119,-917
-460,-3365,1426
-1218,-542,81
-687,2812,-269
-1903,4026,-1813
-730,404,-1590
-3050,-281,-2178
646,-999,-1860
-2332,-421,-2176
-39,-1563,411
-1585,-1098,-513
-66,-447,-798
-1694,655,-1356
-876,245,-493
-2186,616,-124
-1380,743,-968
-2153,2576,-1770
-1442,1155,-1411
-1382,-1700,-1528
-595,-2115,-1342
-778,-1624,-983
-1032,-730,179
-685,-80,552
-1610,1093,-1024
-1940,2553,-2471
-1477,1647,-2510
-1942,685,-1918
-1036,-1967,-987
-862,-2434,-290
-1056,-960,519
-609,1034,195
-936,2174,-774
-2082,-52,-2086
-1013,-573,-1832
-1803,-542,-1182
-1772,554,-1136
-962,726,-1452
-952,-952,-1567
-808,-616,-425
-913,169,-827
-657,808,-788
-1421,-70,-759
-696,-187,-277
-1436,-210,-1050
-1350,603,-1436
-1469,407,-1573
-1077,-136,-1614
-222,-833,-1188
-197,-220,-798
11,-767,-318
-158,546,-208
81,290,-788
-1007,624,-1588
-437,259,-1631
-956,460,-1282
-827,99,-936
-93,-351,-1110
148,-679,-1091
294,-415,-599
384,-214,-407
376,220,-694
314,74,-954
1,503,-1067
-162,263,-1374
-409,503,-1278
44,265,-1407
85,23,-1397
386,-386,-1262
316,-694,-700
1020,-513,-195
281,31,-327
462,244,-813
663,812,-1114
874,474,-1204
-179,361,-1653
927,-144,-1391
1585,208,-1110
1495,-1063,-1514
1627,-85,-546
2236,-780,-562
1473,415,-482
1069,933,-1005
1731,78,-1346
203,532,-1421
708,259,-1052
972,78,-1309
1143,-230,-1296
1235,-406,-1032
1817,-786,-796
1122,-183,-515
1643,466,-288
985,708,-956
415,593,-1106
691,-103,-1179
242,415,-1440
72,-400,-1321
700,-290,-1220
1089,-386,-1210
763,-158,-724
1518,-275,-329
1106,312,-692
894,851,-1042
1120,648,-1206
255,181,-1296
948,-5,-1311
626,-298,-1465
1079,-136,-1259
1577,-538,-1005
1544,-404,-714
1723,210,-562
1286,448,-620
1208,573,-925
1200,206,-1130
495,544,-1264
646,115,-1255
778,-27,-1268
1157,-958,-1337
1583,-206,-999
1471,-111,-587
1329,-306,-491
1514,251,-568
1395,415,-747
458,905,-1077
800,-74,-1237
511,331,-1387
1028,-187,-1124
1149,-113,-1249
1417,-517,-1136
1637,-655,-794
1698,-162,-411
1321,499,-569
1497,411,-1028
1157,554,-1186
874,372,-1270
958,347,-1284
804,-175,-1397
1503,-363,-1364
1588,-445,-1122
1600,-273,-632
1641,-247,-534
1748,76,-644
1807,702,-909
907,714,-1153
681,220,-1380
1262,-115,-1368
1044,312,-1300
1180,-347,-1204
1401,-495,-1085
1914,-661,-628
1423,5,-478
1512,548,-577
1278,388,-977
1015,220,-1180
864,351,-1110
833,306,-1296
843,-60,-1385
1465,-769,-1307
1588,-224,-1030
1382,-292,-575
1602,-64,-427
1637,177,-683
1243,691,-950
903,593,-1054
712,95,-1286
792,62,-1518
1102,-46,-1260
1255,-247,-1206
1284,-542,-1046
1877,-749,-568
1522,304,-523
1536,534,-583
1210,523,-1057
1044,357,-1104
866,226,-1266
858,378,-1309
802,-390,-1337
1528,-318,-1233
1512,-251,-1075
1458,-220,-579
1553,-302,-349
1454,234,-749
1210,634,-1026
624,663,-1061
603,-13,-1182
562,66,-1413
765,91,-1335
970,-144,-1180
946,-560,-1040
1364,-667,-651
1274,99,-404
993,501,-609
847,347,-1042
568,413,-1204
388,386,-1200
148,308,-1444
450,-417,-1331
786,-312,-1300
808,-386,-1091
808,-242,-663
968,-181,-427
765,390,-751
482,661,-1126
208,581,-1063
-29,-64,-1198
-78,148,-1434
146,-76,-1325
314,-269,-1210
484,-614,-1007
638,-421,-661
614,146,-443
355,439,-638
238,417,-1046
-132,406,-1145
-245,376,-1218
-325,203,-1323
-255,-275,-1329
245,-452,-1284
411,-462,-991
370,-325,-532
515,-95,-441
409,429,-673
126,597,-1007
-132,398,-1077
-255,158,-1276
-320,171,-1362
-203,-74,-1272
236,-390,-1251
417,-564,-1046
491,-318,-550
466,29,-452
366,392,-663
183,388,-1015
-124,257,-1169
-359,343,-1247
-331,310,-1280
-124,-15,-1313
103,-527,-1352
441,-472,-989
486,-341,-540
458,-122,-454
343,398,-685
138,474,-985
-56,275,-1264
-458,331,-1307
-261,210,-1321
-210,121,-1323
142,-478,-1370
464,-478,-1009
499,-437,-527
527,-91,-505
370,380,-714
85,423,-989
68,308,-1259
-493,359,-1329
-267,210,-1245
-152,115,-1358
163,-394,-1438
402,-460,-1007
474,-439,-509
499,-152,-433
374,396,-646
-40,407,-985
11,359,-1276
-517,261,-1319
-370,171,-1192
-165,146,-1362
167,-306,-1407
283,-517,-944
423,-448,-497
431,-144,-445
316,335,-655
-210,388,-997
-39,460,-1305
-525,249,-1255
-507,74,-1159
-163,124,-1364
146,-201,-1411
308,-443,-933
388,-482,-556
439,-160,-447
296,283,-614
-206,398,-999
-150,499,-1327
-528,201,-1259
-618,173,-1190
-146,111,-1374
107,-277,-1434
318,-445,-892
370,-472,-556
421,-160,-478
257,277,-603
-267,368,-1026
-187,568,-1325
-589,183,-1272
-710,218,-1171
-290,-17,-1397
-52,-269,-1432
226,-474,-856
230,-480,-599
292,-54,-519
271,325,-538
-177,368,-1009
-171,566,-1309
-460,95,-1259
-650,191,-1218
-156,-29,-1426
101,-275,-1378
355,-452,-876
370,-478,-626
427,-44,-517
382,349,-560
-119,396,-1091
-124,605,-1366
-406,52,-1221
-560,210,-1151
-89,-64,-1456
152,-271,-1391
394,-484,-843
427,-439,-548
437,-109,-493
374,392,-568
-167,409,-1077
-160,587,-1342
-454,13,-1200
-534,175,-1179
-103,-17,-1458
175,-296,-1423
421,-404,-874
452,-452,-562
515,-93,-528
361,333,-569
-189,421,-1036
-95,552,-1311
-515,115,-1245
-511,171,-1153
-152,-29,-1462
212,-327,-1430
394,-398,-854
376,-413,-589
603,-29,-527
368,376,-593
-72,435,-993
-162,528,-1305
-460,103,-1225
-593,95,-1192
-150,-44,-1522
89,-439,-1364
308,-359,-827
253,-300,-575
482,-70,-538
152,363,-591
-197,429,-972
-193,525,-1344
-579,111,-1241
-624,142,-1134
-144,-85,-1444
89,-396,-1395
322,-404,-837
327,-335,-579
462,-101,-534
210,386,-648
-162,521,-1013
-242,452,-1329
-564,119,-1216
-630,169,-1210
-152,-81,-1462
89,-370,-1411
345,-423,-849
355,-361,-571
431,-105,-511
208,407,-579
-122,528,-981
-292,443,-1307
-515,134,-1192
-648,206,-1180
-187,-130,-1475
105,-322,-1438
329,-372,-825
448,-415,-603
429,-115,-558
247,366,-593
-95,579,-1001
-249,445,-1300
-515,115,-1210
-667,156,-1151
-173,-128,-1479
105,-349,-1434
318,-337,-833
497,-439,-607
425,-101,-568
234,406,-575
-42,558,-983
-259,439,-1346
-554,87,-1210
-648,210,-1171
-122,-148,-1479
115,-347,-1426
355,-372,-841
470,-462,-595
429,-121,-546
281,437,-579
-35,527,-991
-257,458,-1333
-538,134,-1214
-646,204,-1177
-156,-138,-1456
138,-372,-1417
347,-320,-847
499,-470,-585
425,-179,-560
230,435,-560
-17,530,-968
-261,460,-1301
-542,152,-1235
-607,232,-1134
-134,-117,-1469
130,-386,-1432
339,-333,-870
474,-491,-536
435,-181,-568
206,499,-585
0,474,-956
-255,488,-1337
-523,126,-1214
-603,236,-1141
-146,-101,-1473
109,-359,-1432
345,-363,-835
464,-478,-562
433,-160,-585
244,423,-581
-31,474,-938
-236,466,-1348
-544,134,-1227
-564,265,-1141
-156,-70,-1479
93,-335,-1440
406,-380,-856
417,-503,-548
445,-160,-597
251,402,-579
-44,454,-936
-214,497,-1337
-538,171,-1253
-556,236,-1151
-158,-9,-1448
97,-327,-1440
421,-429,-854
382,-480,-562
474,-140,-591
265,355,-581
-101,433,-935
-173,517,-1333
-566,163,-1245
-548,201,-1145
-183,35,-1458
99,-314,-1436
376,-390,-886
415,-507,-571
452,-160,-573
279,353,-564
-148,404,-950
-146,509,-1333
-599,185,-1245
-562,204,-1147
-210,25,-1450
89,-290,-1452
368,-390,-894
398,-550,-552
450,-179,-583
296,372,-568
-144,392,-933
-134,513,-1344
-628,195,-1245
-536,206,-1143
-249,23,-1417
62,-277,-1462
359,-372,-876
398,-495,-544
439,-203,-585
279,366,-566
-130,322,-929
-152,542,-1294
-569,165,-1245
-614,236,-1149
-230,21,-1438
93,-253,-1473
325,-384,-864
417,-513,-566
437,-189,-579
314,359,-583
-134,339,-929
-136,542,-1317
-525,146,-1243
-609,247,-1139
-220,23,-1450
39,-267,-1479
306,-390,-870
447,-466,-569
439,-181,-579
324,329,-589
-113,312,-931
-113,546,-1303
-542,142,-1262
-571,257,-1134
-236,33,-1430
31,-294,-1497
292,-368,-882
407,-478,-562
447,-183,-577
306,316,-577
-81,359,-925
-107,515,-1294
-534,160,-1278
-568,244,-1126
-267,25,-1403
52,-281,-1506
286,-363,-903
407,-488,-554
452,-189,-585
286,308,-562
-78,382,-876
-78,532,-1303
-538,165,-1280
-562,179,-1110
-277,58,-1417
56,-318,-1499
267,-335,-892
396,-458,-571
448,-173,-609
283,277,-577
-54,388,-858
-80,534,-1319
-497,181,-1247
-562,185,-1130
-267,37,-1440
0,-324,-1485
273,-337,-921
347,-441,-560
505,-208,-595
238,288,-579
-5,388,-856
-124,554,-1327
-476,185,-1247
-591,199,-1161
-283,-37,-1403
-23,-333,-1491
286,-335,-925
320,-378,-571
480,-230,-589
228,296,-581
50,398,-829
-136,488,-1327
-429,175,-1260
-657,204,-1155
-277,-17,-1403
-11,-300,-1501
292,-349,-911
310,-382,-610
478,-234,-581
193,304,-579
99,425,-823
-156,507,-1329
-353,165,-1253
-671,242,-1157
-232,-42,-1395
-29,-302,-1495
273,-351,-942
304,-402,-630
464,-273,-550
247,290,-550
62,501,-851
-117,503,-1333
-347,165,-1237
-691,238,-1175
-259,-66,-1403
-29,-312,-1520
314,-329,-929
292,-390,-640
468,-238,-562
267,267,-538
95,472,-843
