x,y,z
-964,673,-1098
-546,183,-1329
-921,-302,-1218
-714,-622,-702
-1038,66,-872
-862,538,-866
-1034,263,-1229
-1221,35,-1346
-1087,-573,-1075
-1098,-156,-915
-1327,376,-653
-1356,249,-1065
-1223,80,-1342
-1292,-261,-1083
-1194,-314,-669
-1606,126,-917
-1151,-115,-1186
-1479,343,-1188
-1161,204,-823
-1385,103,-1056
-1493,-353,-1061
-1157,-271,-940
-1301,573,-1077
-1208,347,-1048
-1157,-402,-1165
-1247,-224,-747
-1130,177,-921
-1177,562,-1321
-1264,-388,-1153
-1116,-437,-804
-1341,226,-823
-1259,737,-1124
-1284,-134,-1251
-1223,-577,-913
-1282,-15,-866
-1616,651,-1056
-1177,111,-1169
-1331,-417,-1190
-1438,-376,-847
-1210,413,-858
-1424,187,-1052
-1428,-48,-1243
-1100,-169,-1009
-1401,-76,-899
-1491,7,-985
-1350,-9,-1046
-1325,224,-1134
-1462,281,-1149
-1596,-363,-946
-1368,-304,-915
-1346,284,-974
-1499,599,-1198
-1323,-126,-1108
-1290,-456,-851
-1202,-113,-755
-1259,417,-968
-1337,279,-1262
-1477,-44,-1245
-1339,-294,-1056
-1610,124,-843
-1325,-87,-841
-1259,413,-1126
-1169,138,-1294
-1561,132,-968
-1262,-486,-730
-1175,-236,-905
-1177,273,-1184
-1358,640,-1120
-1561,-366,-1073
-1208,-488,-921
-1354,91,-899
-1165,827,-946
-1329,-128,-1165
-1296,-648,-1192
-1057,-327,-853
-1698,938,-897
-1376,-56,-1126
-1491,0,-1294
-1350,-716,-938
-1836,298,-999
-1331,409,-796
-1423,-327,-1097
-1225,187,-917
-1547,35,-1165
-1383,183,-989
-1239,-484,-915
-1545,144,-1194
-1354,562,-1067
-1448,-136,-1030
-1255,-583,-989
-1604,445,-1153
-1255,210,-878
-1296,-74,-1034
-1364,-169,-1056
-1110,-158,-1022
-1274,620,-1020
-997,-74,-899
-985,-97,-1112
-548,-124,-1009
-897,195,-1050
-825,5,-935
-417,-138,-1016
-327,201,-1018
-201,154,-1093
-554,-146,-1007
-87,-97,-936
-128,216,-1075
124,117,-1143
-124,-48,-913
72,-343,-1034
27,337,-921
300,95,-991
66,-119,-942
206,-111,-979
208,89,-1097
146,29,-983
224,117,-952
-46,-109,-1097
757,370,-1005
154,-54,-933
854,-80,-927
650,136,-1005
1417,-156,-1079
1446,228,-899
854,-421,-1241
2201,591,-698
1241,-60,-1145
1799,402,-1050
1333,-392,-1110
1512,54,-864
1067,236,-1218
1354,119,-1005
1171,-146,-778
769,318,-1259
1128,-130,-933
841,-1,-843
1233,-286,-1001
495,568,-1184
1132,-99,-788
933,-132,-772
593,25,-1182
1198,324,-979
591,-87,-1044
993,-183,-1124
538,-58,-1221
782,259,-864
724,31,-966
925,286,-1186
858,-220,-1188
784,140,-878
981,-335,-931
1134,245,-1009
1450,193,-772
985,257,-903
1120,-245,-1009
1688,-142,-1167
800,327,-1114
1483,409,-878
1196,-234,-1097
1553,-109,-1065
1169,15,-1077
1362,443,-837
1153,-218,-1319
1366,-23,-866
1376,-39,-938
1180,226,-966
1136,-7,-1139
1346,-21,-868
1116,91,-976
1220,-60,-1005
759,66,-1114
1592,-226,-872
1157,355,-1071
1143,208,-956
1147,-122,-1095
1489,-89,-1003
1212,163,-1028
1417,191,-929
1313,-195,-1073
1227,-175,-1036
1419,89,-868
995,230,-962
1432,-201,-1098
1278,-70,-942
1327,318,-958
1354,325,-1007
1532,-33,-1204
1704,19,-866
1354,220,-1013
1670,58,-960
1247,-19,-1245
1690,-261,-802
1206,117,-1032
1647,374,-936
936,-240,-1141
1631,-349,-886
1301,415,-1038
1161,292,-983
1403,-29,-1071
1469,-488,-966
1227,238,-1016
1454,603,-929
1128,-269,-1104
1670,-29,-858
1110,-322,-1034
1089,724,-1059
1247,-122,-1171
1204,-226,-1001
1179,95,-884
1274,9,-940
1061,232,-1186
1651,-275,-946
1145,382,-968
1499,81,-913
1149,23,-1169
1544,-320,-905
1276,275,-989
1329,261,-1026
1337,-83,-1095
1464,-242,-936
1253,220,-972
1440,247,-989
1294,21,-1175
1489,-265,-890
1102,163,-991
1288,228,-956
1036,80,-1167
1317,-185,-895
851,179,-1030
1116,-132,-940
653,-40,-1104
1145,-181,-899
657,366,-976
901,93,-958
566,-156,-1130
829,-70,-927
651,341,-989
601,162,-1085
612,-85,-1085
648,-249,-954
509,197,-985
521,132,-1016
497,-7,-1030
560,-122,-952
368,-15,-1050
363,181,-1022
347,80,-1073
433,60,-1001
300,121,-1046
376,-27,-981
271,-35,-1022
345,60,-1056
242,179,-1056
236,42,-979
185,-187,-1028
195,-13,-1048
173,197,-1050
185,189,-1026
128,-48,-1056
206,-134,-1030
101,52,-1009
183,154,-1020
113,70,-1067
201,-91,-1056
68,-35,-1052
132,39,-1028
126,56,-1077
173,13,-1112
109,60,-1118
171,-19,-1042
167,-76,-1030
240,11,-1089
152,212,-1157
167,62,-1106
107,-126,-1153
171,-44,-1196
93,181,-1298
158,189,-1251
109,-72,-1352
189,-85,-1325
169,-5,-1321
206,144,-1315
201,91,-1397
181,11,-1397
119,-27,-1387
119,111,-1395
105,91,-1436
91,113,-1393
54,-1,-1370
83,-44,-1327
64,-54,-1298
95,-7,-1303
33,152,-1301
72,-1,-1266
1,-93,-1229
42,46,-1200
27,132,-1257
37,150,-1177
44,-50,-1136
31,-74,-1136
33,29,-1145
58,91,-1130
25,91,-1112
56,-50,-1091
-11,-37,-1098
3,74,-1108
37,103,-1175
11,146,-1184
33,44,-1112
42,-5,-1106
25,5,-1155
58,76,-1229
37,150,-1216
25,7,-1194
-11,-44,-1188
-11,23,-1245
7,163,-1323
11,130,-1327
3,-25,-1264
29,-42,-1227
21,21,-1262
89,146,-1337
33,109,-1331
48,-62,-1259
-7,-132,-1266
25,-7,-1286
1,44,-1341
13,50,-1305
-31,-31,-1249
35,-42,-1169
-5,-39,-1212
39,13,-1260
15,31,-1266
21,-27,-1157
-54,-58,-1157
-78,21,-1196
-48,95,-1284
-70,48,-1278
-91,-50,-1202
-111,-80,-1145
-93,19,-1184
-68,163,-1268
-46,138,-1270
-56,-35,-1188
-56,-83,-1225
-40,97,-1266
7,167,-1331
-23,156,-1327
3,-5,-1282
0,-11,-1257
21,25,-1278
52,99,-1354
74,76,-1380
66,-15,-1264
56,-19,-1210
13,81,-1260
27,115,-1374
21,76,-1366
-3,-72,-1313
33,-54,-1216
23,-9,-1210
40,101,-1292
70,60,-1339
25,-54,-1288
-5,-134,-1235
13,15,-1268
35,122,-1358
13,167,-1311
37,-11,-1260
9,-35,-1225
42,-37,-1216
33,33,-1301
52,99,-1333
0,33,-1284
-7,-23,-1202
-5,68,-1241
-33,122,-1366
-5,142,-1383
-50,-5,-1309
11,-44,-1264
-39,103,-1255
35,138,-1294
21,152,-1331
7,-68,-1305
-50,-62,-1262
-11,107,-1288
-27,140,-1362
-50,89,-1331
-48,-68,-1260
-29,-25,-1206
-31,21,-1282
9,56,-1329
3,31,-1333
13,-50,-1260
-46,-27,-1216
-3,21,-1243
-9,31,-1341
-27,5,-1331
-5,-17,-1280
-9,-80,-1223
-7,0,-1251
42,35,-1323
19,76,-1335
27,-91,-1290
-56,-87,-1262
11,81,-1282
-27,175,-1391
7,165,-1368
-23,-66,-1315
11,-64,-1257
-7,25,-1290
-21,97,-1342
-1,132,-1368
0,35,-1327
-40,-80,-1286
-40,66,-1282
-11,128,-1342
-31,203,-1337
-33,15,-1284
1,-115,-1235
-31,-25,-1247
5,87,-1313
11,150,-1321
3,1,-1276
-48,-162,-1225
-9,66,-1264
-19,150,-1352
1,162,-1298
-21,-52,-1264
-9,-107,-1259
-3,-13,-1237
7,72,-1315
52,115,-1350
-9,-15,-1303
-7,-97,-1221
-33,83,-1264
21,130,-1358
-33,169,-1352
-31,-99,-1257
-33,-109,-1296
-25,39,-1298
33,177,-1329
17,117,-1346
-23,-74,-1301
-31,-99,-1245
-39,111,-1266
3,177,-1403
11,27,-1397
-58,-35,-1335
72,-37,-1272
-31,93,-1313
7,130,-1300
80,48,-1352
-19,-15,-1325
-35,-95,-1278
7,19,-1286
-48,105,-1391
9,117,-1358
-33,9,-1288
3,-31,-1241
-3,-29,-1284
9,105,-1327
31,99,-1327
29,-62,-1305
-68,-103,-1266
-19,39,-1282
-5,156,-1391
-48,130,-1368
-3,-54,-1276
-15,-74,-1231
-5,-11,-1270
29,158,-1350
19,165,-1344
17,-40,-1317
-33,-119,-1274
-31,-13,-1284
5,154,-1364
-66,167,-1380
5,-5,-1288
-15,-74,-1284
13,23,-1245
5,89,-1358
42,81,-1352
-9,-39,-1301
-31,-74,-1241
-5,119,-1286
-21,115,-1403
-19,142,-1374
-21,-81,-1301
1,-126,-1266
-9,33,-1276
29,171,-1317
13,156,-1339
56,-33,-1292
-50,-175,-1259
-11,-39,-1296
15,154,-1370
-7,183,-1329
-54,1,-1282
29,-66,-1245
-46,-44,-1315
72,76,-1333
1,93,-1374
9,-15,-1298
-33,-74,-1241
0,58,-1294
9,154,-1403
-37,105,-1374
19,-56,-1284
-40,-81,-1268
13,5,-1266
0,173,-1329
42,140,-1346
5,-7,-1331
-60,-197,-1272
-1,39,-1284
-21,111,-1391
-3,150,-1378
-27,40,-1266
27,-81,-1233
-17,-7,-1292
37,23,-1344
17,156,-1348
-1,-15,-1301
-56,-44,-1221
5,-21,-1284
-40,93,-1374
-19,91,-1360
-25,-1,-1301
-5,-11,-1235
21,11,-1243
9,78,-1317
31,0,-1346
29,15,-1311
-62,-39,-1247
17,39,-1239
-11,146,-1376
-52,33,-1380
-27,33,-1276
39,-72,-1257
-52,83,-1284
70,52,-1309
35,93,-1339
-11,-15,-1300
-31,-48,-1249
5,25,-1286
-35,78,-1401
11,128,-1348
-35,-25,-1313
-3,13,-1214
5,17,-1262
-5,15,-1366
7,132,-1356
50,-25,-1294
-93,-70,-1247
35,3,-1249
-11,44,-1383
-15,171,-1358
-39,91,-1317
50,-105,-1229
-56,-44,-1251
103,21,-1331
-21,218,-1356
37,70,-1276
-91,-115,-1231
33,-150,-1282
-46,136,-1401
15,220,-1321
-7,115,-1301
5,-177,-1229
13,-162,-1270
29,210,-1315
15,284,-1380
3,31,-1301
-54,-322,-1233
-17,-83,-1272
-23,310,-1368
-9,279,-1331
0,-105,-1286
-27,-204,-1284
17,-7,-1259
13,294,-1284
13,105,-1360
15,-105,-1315
-52,-140,-1237
-11,121,-1247
11,156,-1380
-87,44,-1393
17,-42,-1266
35,-33,-1245
-44,48,-1243
29,27,-1301
72,95,-1341
-19,19,-1354
-35,-39,-1202
-7,-76,-1241
-21,33,-1360
-39,199,-1397
23,121,-1286
-54,-78,-1239
25,-128,-1239
0,35,-1335
54,140,-1319
-1,70,-1321
-66,-5,-1216
35,-66,-1245
-19,91,-1368
-7,81,-1360
-7,64,-1278
54,-74,-1264
-54,9,-1262
81,31,-1286
-33,195,-1339
56,3,-1307
-78,-152,-1245
11,-56,-1235
-23,197,-1389
0,179,-1362
-15,-29,-1301
39,-93,-1196
-27,15,-1284
54,72,-1315
0,119,-1372
25,21,-1264
-31,-89,-1257
0,35,-1260
-44,121,-1339
-1,111,-1303
-13,-72,-1296
11,-103,-1257
-50,56,-1239
89,121,-1259
-19,160,-1387
3,-11,-1257
-39,-89,-1212
21,-64,-1253
-39,124,-1393
-13,162,-1329
-54,52,-1280
119,-105,-1221
-78,-5,-1270
48,109,-1253
48,165,-1370
-33,-44,-1333
-72,-115,-1198
78,-9,-1241
-87,197,-1397
1,144,-1307
37,-19,-1284
-56,-101,-1274
0,0,-1221
50,93,-1278
-5,29,-1358
-54,144,-1303
-15,-165,-1221
-56,1,-1210
-31,117,-1342
-3,173,-1344
-52,-1,-1268
78,-156,-1247
-54,-35,-1270
5,122,-1274
101,224,-1319
-66,3,-1315
-7,-163,-1216
-3,11,-1255
11,130,-1358
-35,117,-1350
33,7,-1282
-31,-64,-1235
33,-13,-1204
0,91,-1300
21,165,-1321
11,-13,-1327
40,-60,-1243
-37,150,-1342
-44,204,-1346
50,15,-1260
-46,-56,-1245
21,-66,-1223
-3,117,-1290
64,89,-1376
-58,103,-1315
54,-126,-1151
-37,-54,-1266
-62,208,-1348
-17,54,-1311
-58,64,-1288
40,-138,-1315
-5,64,-1229
37,93,-1257
1,187,-1327
-1,68,-1292
31,-261,-1202
-33,-27,-1311
-33,121,-1354
-17,271,-1296
7,-54,-1239
-9,-70,-1233
35,-117,-1231
-25,130,-1313
54,134,-1364
-15,81,-1257
-13,-160,-1198
-13,-33,-1231
-35,142,-1346
0,150,-1323
-39,23,-1346
7,-52,-1204
-54,-5,-1192
56,5,-1286
1,154,-1344
11,-3,-1301
-74,31,-1126
9,-62,-1138
-33,158,-1245
-33,56,-1208
31,44,-1138
-29,-31,-1098
5,25,-935
-3,119,-979
33,95,-981
-37,66,-1028
-44,-163,-835
-78,35,-831
31,7,-856
-101,242,-862
93,-3,-776
3,-9,-798
-44,-74,-802
91,107,-772
64,95,-804
-35,35,-776
76,74,-671
39,-83,-741
-91,126,-798
81,89,-868
-80,56,-810
74,-210,-728
-7,80,-700
-25,130,-743
56,191,-823
-115,44,-815
15,-212,-737
-62,-97,-812
-46,154,-817
9,185,-812
-99,124,-862
0,-134,-802
7,-68,-802
-78,-111,-849
19,95,-1003
-58,138,-999
-13,-124,-944
-11,13,-964
-11,-76,-1110
-21,109,-1192
-15,-7,-1177
35,-29,-1221
-29,74,-1130
54,74,-1194
80,62,-1264
-99,-95,-1313
83,-101,-1163
-130,-44,-1286
-17,183,-1245
19,140,-1317
-103,66,-1272
66,-158,-1196
-31,-64,-1177
-60,103,-1210
132,142,-1251
-62,134,-1186
9,-97,-1097
0,-11,-1102
-62,17,-1155
23,80,-1122
-25,85,-1153
48,66,-1069
-1,62,-972
119,-3,-1009
-7,60,-1134
89,138,-1030
33,52,-976
44,15,-1003
-13,154,-1083
60,42,-1046
-23,76,-1026
68,-103,-1075
-95,107,-983
40,117,-977
64,99,-1128
-97,-15,-1098
93,-50,-958
-56,105,-1044
7,128,-1093
-15,152,-1132
-1,-74,-1065
-37,-117,-1050
37,19,-983
-76,171,-1077
66,95,-1075
-60,-66,-1116
-83,-105,-911
78,-89,-987
-128,158,-1079
0,191,-1042
0,80,-1018
-33,-113,-968
31,-136,-929
-66,80,-974
42,44,-946
0,33,-1024
-66,13,-936
11,-13,-884
-15,27,-985
-105,81,-1005
83,-3,-948
-11,-5,-970
-1,29,-876
134,39,-942
-144,101,-987
146,-56,-884
5,-52,-882
-128,56,-776
48,11,-995
-130,298,-1167
-78,91,-944
31,-85,-1001
-124,-33,-1120
236,-91,-1124
-21,181,-1182
122,117,-1079
152,-83,-1122
21,-33,-1153
-25,46,-1063
162,60,-1186
-162,17,-1138
29,-136,-903
-40,134,-970
-117,-3,-1013
-3,162,-1016
-97,21,-1063
-107,-195,-958
89,-56,-999
-158,78,-1063
68,142,-1036
48,146,-1061
-60,9,-981
124,29,-915
5,39,-1036
50,-54,-1038
-9,163,-1036
46,-107,-876
-11,17,-946
-3,124,-1026
5,39,-1112
-9,101,-1124
35,-29,-1061
21,-23,-979
-39,81,-1040
85,134,-1067
-39,130,-1134
-107,21,-1015
21,-89,-999
-156,107,-1054
-29,46,-1073
31,76,-1054
-138,9,-1036
70,27,-938
-7,80,-1059
52,-13,-1091
21,70,-1077
11,-154,-1001
-21,80,-1009
11,0,-1030
-42,144,-1061
7,37,-1048
-87,-40,-1020
85,-3,-853
-80,15,-983
89,85,-966
-37,81,-1022
11,-3,-933
-27,-58,-942
31,3,-970
-23,97,-1030
35,56,-1038
40,-23,-960
-97,39,-921
113,23,-905
-39,29,-1036
-21,50,-985
0,-1,-899
-1,-21,-921
-76,134,-960
105,54,-1024
-54,130,-1044
-27,-46,-946
134,-89,-913
-89,105,-995
39,158,-964
103,142,-993
-113,-93,-917
60,-132,-878
-54,117,-935
-111,83,-960
117,-13,-895
-99,37,-927
-9,-23,-808
171,74,-866
-134,-23,-927
121,1,-868
37,-37,-823
-105,-44,-786
58,101,-735
-80,124,-890
-74,21,-810
-17,25,-780
-33,-126,-724
-46,42,-739
87,163,-796
-93,124,-839
122,-40,-722
-35,-169,-769
-66,1,-782
91,177,-878
-46,117,-819
-1,-17,-761
9,93,-776
-23,39,-737
23,11,-817
-54,-37,-819
19,-70,-776
-54,56,-716
-42,124,-784
-7,212,-843
-33,-9,-890
31,-167,-810
-40,-64,-739
29,50,-753
33,177,-841
15,286,-827
25,-132,-810
-58,-126,-774
-1,-48,-810
-66,85,-847
29,93,-854
-3,-54,-866
-44,158,-815
58,9,-804
70,-23,-815
-42,-48,-870
66,-19,-772
-5,-5,-790
-78,93,-808
-25,175,-858
-35,68,-839
-70,-109,-786
-27,-54,-655
19,-122,-802
-78,308,-772
101,128,-792
66,-44,-792
-89,-121,-794
97,29,-702
-15,85,-798
-64,146,-884
1,9,-790
15,64,-673
-87,99,-757
105,21,-780
-42,85,-730
-31,-105,-733
58,-93,-804
-122,169,-784
76,87,-782
19,212,-890
-44,-68,-862
83,-44,-651
-52,-39,-749
29,136,-839
72,152,-808
-89,-111,-714
-39,42,-722
97,9,-794
-169,9,-817
1,29,-679
-3,-17,-864
-44,-1,-765
81,70,-669
5,74,-751
-11,173,-786
130,-80,-812
-60,-144,-663
-80,85,-665
124,136,-808
-31,52,-866
-97,91,-650
124,-169,-648
-68,39,-794
9,70,-772
19,64,-634
37,-40,-804
-109,13,-839
74,72,-702
-121,95,-714
-21,91,-866
37,-35,-813
-50,-58,-651
-87,74,-583
121,19,-843
-111,83,-796
25,-60,-591
-54,54,-708
42,27,-778
-60,50,-771
11,142,-638
3,-35,-786
-7,-23,-788
33,-33,-581
-15,83,-657
35,81,-860
64,-33,-743
-117,-117,-571
-5,103,-677
44,46,-872
-80,80,-808
7,33,-609
40,21,-774
-19,31,-790
-1,-35,-689
11,109,-732
70,-60,-800
-68,-42,-757
-39,115,-632
-29,81,-786
-42,66,-876
-66,15,-749
-31,-25,-679
-5,19,-694
37,87,-792
-19,150,-784
80,-54,-677
-33,-80,-774
-25,58,-745
0,89,-741
29,107,-769
-91,1,-788
107,31,-648
-5,29,-648
-23,33,-730
87,64,-772
-25,-80,-689
-46,-46,-677
48,103,-673
-29,48,-808
-23,152,-759
7,0,-747
-15,-39,-685
-40,-83,-714
17,177,-710
44,119,-724
11,-97,-817
-89,-70,-663
25,27,-663
11,126,-798
-103,154,-825
62,-46,-663
-13,-15,-728
-74,72,-698
150,-29,-704
-126,130,-726
83,-60,-732
11,-7,-726
-128,72,-685
31,81,-728
11,85,-810
-89,1,-714
111,-66,-612
-56,91,-702
56,-40,-739
39,136,-706
-64,0,-700
48,-46,-733
-64,9,-716
-39,62,-669
33,113,-804
-42,103,-802
9,-35,-610
-46,-81,-655
27,-25,-749
1,171,-741
-31,76,-677
-66,-91,-687
7,-44,-772
-85,74,-714
25,220,-726
-35,130,-817
33,-267,-694
-33,-29,-622
27,208,-735
119,206,-769
-23,-152,-708
-85,-171,-634
66,60,-726
-40,162,-761
-70,187,-683
-13,-50,-722
1,-39,-769
-62,-17,-612
56,142,-655
-7,134,-761
107,-99,-722
-72,-66,-677
-80,40,-671
91,146,-761
-66,78,-815
-31,-9,-732
27,-58,-696
-62,35,-677
54,156,-722
46,140,-808
3,-39,-749
-7,-165,-728
-21,111,-732
11,7,-745
-3,156,-786
-68,44,-751
72,-64,-747
-83,15,-698
7,31,-651
68,89,-802
-44,-11,-741
-13,-33,-618
-31,-3,-722
1,70,-759
-21,119,-720
3,11,-722
-3,-78,-724
7,-21,-618
21,105,-691
-13,80,-745
72,11,-704
-101,-89,-671
3,27,-667
-23,103,-786
-39,121,-749
17,-9,-712
13,-44,-706
-66,74,-663
78,-33,-681
27,111,-774
-42,58,-716
-5,-109,-665
-60,-13,-675
-76,124,-749
35,163,-726
-68,13,-751
39,-50,-671
29,-115,-648
-58,191,-685
126,150,-747
0,0,-735
-68,-144,-614
56,5,-689
-74,144,-774
-21,83,-710
7,-40,-743
-56,-9,-708
-5,83,-618
23,39,-679
1,60,-757
31,-29,-751
-74,-42,-681
5,40,-659
-39,95,-771
0,115,-771
-37,62,-745
25,-81,-661
-80,-25,-685
52,5,-710
21,160,-710
-1,-29,-753
-76,-56,-677
13,81,-659
-66,64,-751
-15,72,-792
-50,-27,-749
21,3,-698
-19,70,-687
15,-1,-728
64,72,-716
-21,25,-761
-7,-70,-679
-25,-39,-714
-68,85,-767
1,195,-776
-9,89,-716
-58,-144,-687
9,-87,-663
29,99,-708
-7,195,-761
15,-21,-769
-72,-111,-685
-21,-5,-687
-33,122,-747
-23,119,-765
-54,-31,-743
33,-42,-698
-64,81,-657
52,93,-669
66,-1,-747
-37,-3,-753
-33,-54,-624
13,-15,-691
-85,95,-735
40,140,-704
-37,42,-749
-7,-87,-683
0,-40,-603
-21,103,-661
37,150,-739
11,11,-706
-60,-93,-636
-29,13,-677
0,78,-755
-48,91,-722
17,23,-689
0,-15,-728
-25,-9,-659
31,3,-671
15,66,-765
9,85,-739
-56,-76,-681
-40,-35,-675
-39,121,-747
-21,160,-794
-27,17,-745
-5,-148,-691
-33,-39,-694
13,173,-708
62,160,-765
-40,-54,-771
-35,-146,-714
-5,66,-735
-78,152,-767
21,85,-772
-42,-31,-782
0,-39,-720
-17,17,-671
5,46,-724
37,76,-784
-15,37,-771
-33,-89,-679
-21,-33,-714
-33,99,-774
-39,208,-751
9,17,-732
-48,-103,-720
9,-42,-628
-5,160,-677
40,152,-722
-9,-52,-718
-46,-148,-630
5,50,-644
-52,171,-716
-7,105,-714
-29,-39,-704
21,-146,-679
-35,29,-632
39,115,-638
39,191,-726
-19,-15,-743
-31,-122,-648
-23,-33,-642
-21,122,-704
-33,201,-728
-27,0,-726
-9,-95,-663
-35,-17,-638
33,105,-691
7,87,-733
-11,-52,-737
-68,-81,-665
-29,72,-685
-46,103,-763
-9,87,-771
13,-40,-808
17,-40,-749
37,39,-661
54,39,-737
89,95,-819
7,13,-825
-39,-64,-708
-7,-60,-790
-76,31,-817
-62,193,-806
-50,99,-790
201,-44,-745
249,-68,-724
419,105,-790
638,138,-757
610,46,-905
1059,-203,-691
882,-35,-923
1087,111,-823
895,162,-892
1077,76,-964
1130,-165,-839
940,60,-813
1139,56,-895
1024,214,-1124
1235,-39,-835
903,-25,-790
1122,13,-753
915,142,-1020
1177,33,-874
919,48,-897
1016,-19,-833
960,-3,-845
1130,-3,-808
944,185,-940
829,103,-991
884,-158,-946
983,-29,-866
774,247,-995
942,160,-936
897,0,-1009
1186,-99,-876
886,152,-874
1122,54,-851
1100,138,-1028
1282,-15,-911
1026,7,-839
1120,54,-839
1065,76,-1044
1360,109,-931
1108,236,-976
1165,-76,-903
1208,-97,-970
1446,23,-911
1180,341,-962
1227,46,-854
1200,-325,-935
1321,-113,-882
1073,366,-874
1073,191,-876
1026,-93,-1001
1317,-224,-796
997,136,-854
1054,251,-880
1130,-21,-976
1274,13,-890
1134,13,-823
964,-21,-935
1085,-21,-1011
1180,74,-905
1167,203,-806
1056,0,-892
1241,-232,-874
1311,25,-892
1337,413,-993
1264,115,-917
1251,-218,-995
1387,-148,-851
1358,423,-1032
1317,359,-927
1305,-210,-1013
1503,-240,-946
1296,263,-954
1198,138,-958
1208,-148,-1038
1292,-81,-845
1077,181,-866
831,347,-923
841,-169,-1024
1001,-136,-933
1007,245,-960
772,-11,-1013
757,5,-866
952,-179,-800
929,197,-972
821,226,-977
644,-318,-956
575,25,-968
595,0,-999
281,417,-1067
429,-177,-903
474,-60,-977
523,126,-946
160,158,-1015
386,-89,-1022
-107,111,-981
-29,-122,-880
-148,105,-1044
11,11,-989
-119,185,-1013
64,109,-921
-54,39,-956
-105,-265,-868
-222,144,-1065
-279,136,-1118
-341,347,-1036
-99,-283,-948
-527,150,-1120
-216,-105,-821
-841,-54,-1192
-659,296,-1026
-1196,-224,-1028
-1317,126,-960
-1323,-76,-831
-1413,179,-991
-1056,-39,-890
-1503,-64,-1028
-1097,-23,-802
-1397,134,-974
-1063,148,-938
-1360,99,-925
-1077,-427,-1071
-1069,238,-966
-1151,-134,-1052
-999,150,-868
-1083,-191,-1087
-632,257,-915
-1075,23,-1145
-687,-13,-1081
-813,91,-1040
-515,325,-829
-714,-91,-1009
-525,-197,-962
-624,-150,-1011
-710,271,-894
-769,152,-929
-720,-361,-1048
-909,-107,-929
-1075,201,-897
-1145,306,-1188
-1141,-21,-1110
-1097,-265,-974
-1290,212,-753
-1391,107,-1013
-1134,-228,-985
-1358,27,-1071
-1059,-117,-772
-1612,261,-1097
-974,-355,-960
-1368,15,-1124
-974,294,-870
-1464,357,-1163
-974,-279,-1018
-1260,-70,-1100
-995,197,-1056
-1307,288,-1145
-1020,-343,-1022
-1059,-187,-983
-1128,406,-993
-1157,142,-1128
-1048,-245,-1075
-1024,-238,-1030
-1065,220,-911
-1307,433,-940
-1085,-240,-1122
-1206,70,-1225
-1272,37,-913
-1465,99,-927
-1282,-247,-1009
-1300,-191,-1171
-1264,341,-1015
-1366,197,-946
-1079,-275,-886
-1089,-81,-991
-1059,177,-927
-1093,203,-968
-894,-292,-1063
-813,-25,-968
-995,304,-899
-944,76,-940
-737,-306,-1167
-679,-95,-1139
-757,398,-872
-757,220,-847
-538,-183,-1071
-493,-80,-1180
-480,177,-925
-544,201,-806
-365,-89,-974
-347,-87,-1130
-372,148,-1020
-294,-44,-933
-265,-54,-958
-236,78,-997
-257,242,-983
-286,-15,-1052
-152,-232,-1073
-245,15,-1005
-236,286,-890
-392,27,-1057
-103,-158,-1057
-226,-56,-1036
-148,185,-860
-203,23,-940
-60,-91,-1007
-89,31,-1091
-150,76,-995
-212,-13,-964
-109,-44,-983
-179,169,-1116
-121,148,-1126
-216,-78,-1077
-113,-177,-972
-138,44,-958
-119,218,-974
-189,1,-1065
-140,-107,-1042
-162,-29,-1026
-216,236,-929
-148,80,-1005
-169,13,-1108
-115,13,-1071
-175,115,-935
-115,-40,-938
-117,-5,-1052
-128,99,-1073
-119,93,-962
-152,-130,-976
-158,5,-991
-99,160,-1036
-130,230,-1018
-111,-64,-989
-74,-87,-948
-80,56,-968
-78,156,-1013
-101,9,-1032
-62,-119,-976
-64,-15,-989
-124,156,-987
-56,101,-1038
-66,35,-1056
-54,-23,-1020
-66,-5,-966
-35,-35,-962
-33,46,-1038
-60,124,-1052
-17,-50,-968
-60,-126,-976
-62,25,-1020
-37,169,-1077
-52,175,-1052
-33,-83,-1007
-39,-44,-976
-11,40,-993
-23,154,-1026
-35,39,-1052
-13,-89,-1015
-44,-25,-983
-58,103,-1003
-42,124,-1052
-46,81,-1063
-42,-48,-1030
-25,-31,-958
-21,-9,-985
-15,80,-1024
-33,136,-1026
-19,-64,-977
-58,-80,-977
-56,33,-1003
-31,162,-1057
-62,146,-1040
-29,-78,-1007
-35,-39,-972
-39,27,-991
13,115,-1016
-40,81,-1013
21,-89,-991
-56,-27,-1003
-23,80,-1013
33,95,-1028
35,109,-1048
37,-19,-995
72,-7,-968
95,-9,-987
122,42,-1042
103,121,-1018
107,-76,-966
23,-31,-991
-21,66,-1046
31,140,-1052
3,97,-1046
-27,-50,-1007
-11,-13,-976
-46,25,-1003
-19,101,-1022
-40,74,-1005
-23,-85,-958
-68,-40,-981
-95,70,-1032
-42,111,-1052
-39,74,-1038
-37,-29,-995
-48,1,-970
-21,15,-1001
-21,93,-1089
-27,64,-1067
-13,-64,-972
-60,-64,-983
-81,80,-1016
-39,109,-1063
-50,76,-1057
-44,-58,-1024
-40,-21,-964
-15,40,-970
-11,117,-1048
-11,72,-1056
-25,-68,-989
-11,-62,-968
-64,66,-1018
9,85,-1069
-19,89,-1056
-19,-52,-1003
-27,-19,-966
-7,27,-976
