x,y,z
-329,-458,-1134
374,126,-882
-245,212,-940
163,263,-864
-318,29,-1200
191,-495,-1036
-74,35,-991
29,253,-931
-238,517,-1286
78,-318,-925
124,-64,-812
29,-126,-892
-382,413,-1145
81,74,-1188
197,189,-1009
296,-386,-888
-400,-407,-952
3,318,-796
-144,771,-1358
103,-48,-1147
138,-288,-1015
-267,-236,-952
212,144,-825
44,195,-886
-89,277,-1196
-42,-66,-1260
78,-462,-921
-331,66,-823
72,450,-1200
-162,224,-1132
93,-447,-995
-167,-39,-759
527,366,-1005
-281,376,-1270
191,-119,-962
-17,-218,-915
489,-513,-888
-815,337,-1005
146,532,-841
210,17,-1481
-97,-251,-1216
-80,-281,-714
70,-27,-624
-58,552,-1179
-29,452,-1276
87,-417,-976
0,-448,-1100
-156,-44,-761
121,558,-954
-21,312,-1227
-128,-72,-1009
191,-365,-1005
-308,-162,-1083
39,220,-831
234,488,-1073
-380,-44,-1216
257,-472,-819
0,-33,-864
-203,488,-1075
11,165,-1454
-15,-128,-991
154,-181,-849
5,-58,-858
-351,236,-780
400,87,-1259
128,226,-1442
-70,-312,-776
25,-216,-771
121,308,-933
-165,267,-1097
109,105,-1063
-191,-29,-1278
-89,-402,-974
-11,181,-802
58,109,-1079
134,232,-1044
-189,-140,-872
97,-111,-839
140,335,-1282
-130,93,-1294
-54,-119,-952
-58,-80,-940
-39,-3,-819
-148,363,-933
134,-9,-1282
-163,-13,-1235
-39,-525,-784
124,269,-884
-271,497,-1026
107,66,-1190
-25,-193,-1141
72,-179,-837
-91,257,-1069
87,242,-1011
25,165,-966
327,-64,-999
-275,-675,-1097
-78,31,-1015
-560,735,-1030
511,165,-1116
-154,35,-1364
132,-493,-761
152,23,-749
-48,105,-870
-58,497,-1319
31,-140,-1159
25,-203,-979
9,-236,-860
3,316,-798
-132,261,-1157
191,103,-1221
-119,-204,-1063
-101,-193,-833
111,105,-751
97,402,-1173
-322,80,-1303
359,-316,-868
-228,-226,-974
-95,210,-853
-3,355,-1214
304,128,-1175
-119,-175,-1003
93,-290,-782
95,91,-894
-341,497,-1141
269,68,-1198
33,-212,-1075
-171,-251,-903
142,40,-829
-290,283,-1052
406,189,-1061
-83,74,-1145
-316,-134,-913
247,-183,-993
91,101,-1081
70,245,-970
-60,3,-716
-5,-42,-1087
-58,13,-1372
-380,265,-901
692,-210,-1145
-343,23,-1220
-25,-109,-474
349,238,-897
-7,384,-1274
15,-124,-1300
-406,-302,-800
224,-109,-833
-130,316,-1198
-236,327,-927
-208,263,-1155
581,-501,-899
-388,-226,-1075
-13,39,-813
-5,735,-1169
101,-1,-1116
3,-480,-964
-78,-81,-831
-191,255,-1179
-85,489,-1038
493,-146,-1116
-177,-199,-1022
-56,21,-716
-11,136,-1018
191,277,-878
208,-122,-1309
-363,-257,-1138
281,-44,-587
-66,210,-1130
138,294,-974
-140,-17,-1469
-534,-341,-804
622,115,-702
302,462,-1100
-419,177,-1192
-409,-382,-1151
823,-411,-730
-437,27,-876
9,753,-995
-238,320,-1276
597,-402,-1177
-409,-507,-981
-52,113,-605
89,507,-1141
-388,162,-1243
31,-146,-983
89,-472,-819
-708,126,-999
-25,443,-882
-5,124,-1504
-242,-195,-1013
-107,-99,-630
-242,7,-788
85,167,-1298
-591,201,-1212
-277,-195,-1087
-204,-257,-800
-281,-187,-804
-245,577,-884
-316,191,-1327
-511,121,-1383
23,-509,-856
-400,7,-929
-452,144,-862
-189,76,-977
-538,165,-1182
-306,-138,-1061
-372,-93,-940
-329,81,-946
-298,40,-1046
-251,81,-929
-458,62,-964
-429,122,-1005
-324,89,-1040
-312,-218,-1208
-222,-9,-1001
-482,-103,-858
-394,117,-778
-265,353,-1141
-308,21,-1292
-111,-224,-1007
-380,-121,-970
-286,52,-792
-60,433,-931
-218,111,-1085
-242,-21,-1093
-366,-495,-1102
-80,-103,-874
-201,460,-933
29,324,-1149
-76,39,-1180
-58,-257,-888
1,-95,-819
113,121,-1030
23,273,-1110
-33,117,-1024
-42,-177,-1032
7,-212,-876
-74,95,-905
117,335,-1169
56,105,-1233
-54,-115,-1005
80,-144,-751
60,95,-843
97,372,-1106
-42,39,-1200
-78,-302,-1048
3,-232,-808
-105,187,-876
-31,513,-1122
58,29,-1311
-142,-208,-1057
56,-286,-780
3,93,-870
29,525,-1130
1,171,-1196
-101,-327,-1093
-42,-327,-849
-54,35,-890
-48,536,-1089
89,156,-1264
-144,-187,-1032
-1,-195,-804
56,-21,-933
-48,421,-1054
21,39,-1104
-93,-216,-1009
-39,-85,-903
-105,175,-1022
-29,300,-1081
56,-48,-1141
-103,-218,-974
-78,11,-821
21,89,-972
-97,314,-1075
-39,-21,-1052
-23,-267,-979
-115,-99,-897
-93,294,-1005
-33,244,-1118
-1,-3,-1114
-60,-197,-950
-76,-80,-878
23,132,-989
-37,267,-1120
-42,134,-1075
50,-286,-987
-87,-240,-882
-44,333,-993
-7,203,-1188
95,23,-1069
15,-136,-923
-1,-50,-913
-39,212,-981
68,185,-1155
-52,115,-1110
87,-359,-958
-7,-214,-835
-74,396,-954
70,316,-1190
66,-40,-1139
3,-271,-940
21,-74,-843
-44,255,-1026
19,368,-1116
66,-39,-1114
17,-341,-985
7,-191,-839
-54,306,-1005
-46,390,-1216
62,-76,-1130
21,-283,-913
0,-42,-864
-50,185,-1030
-21,380,-1061
-11,-68,-1145
17,-325,-944
-89,-72,-841
-19,300,-1028
-56,302,-1177
56,-144,-1052
11,-201,-929
-40,9,-921
5,220,-1024
-56,277,-1065
1,-23,-1085
46,-398,-958
-78,-11,-856
-60,415,-1038
33,179,-1182
-23,-122,-1034
25,-226,-895
-42,54,-979
-50,238,-1011
56,142,-1052
-52,5,-1056
3,-329,-970
-11,-25,-878
-99,447,-1071
31,181,-1202
-5,-165,-1030
33,-210,-864
29,83,-938
-21,230,-1003
27,169,-1126
-15,-103,-1069
-29,-310,-938
-17,39,-841
-37,400,-1095
-11,263,-1206
42,-218,-1052
15,-257,-917
-1,99,-894
17,232,-1020
21,271,-1081
-17,-189,-1134
-5,-378,-933
-66,136,-806
40,316,-1118
-48,331,-1198
17,-201,-1038
-3,-273,-931
-9,121,-888
72,247,-1016
11,238,-1085
-39,-206,-1145
15,-376,-919
-60,103,-835
-11,429,-1093
3,224,-1212
-50,-220,-1067
19,-226,-888
-31,93,-894
87,343,-1044
-37,173,-1110
-72,-216,-1089
-1,-259,-931
-1,7,-866
-1,491,-1087
5,146,-1190
-25,-234,-1040
-25,-179,-853
93,78,-942
-60,374,-1026
40,111,-1106
-44,-265,-1075
-80,-212,-890
37,68,-864
-15,437,-1116
11,156,-1192
-62,-271,-999
35,-218,-849
-7,144,-948
42,355,-1056
-35,156,-1134
-52,-298,-1040
-27,-290,-894
-17,234,-876
40,318,-1153
-23,156,-1188
-33,-279,-995
0,-201,-856
46,195,-927
0,306,-1102
-31,152,-1098
-15,-325,-1069
-29,-275,-872
-56,288,-851
70,324,-1167
-9,154,-1227
-33,-337,-972
23,-134,-829
-52,181,-944
78,353,-1112
-46,85,-1114
-40,-271,-1030
-15,-251,-897
-27,222,-872
44,392,-1151
54,78,-1214
-42,-267,-972
52,-171,-829
-56,175,-1022
-27,365,-1079
25,13,-1108
-31,-286,-1005
-62,-150,-894
11,191,-933
3,382,-1145
35,31,-1171
-19,-230,-950
-23,-165,-860
-19,208,-1003
-17,339,-1056
5,35,-1120
40,-316,-1009
-126,-146,-884
-29,302,-940
-11,290,-1180
-17,-3,-1126
-58,-210,-929
-19,-109,-894
-42,204,-1015
-62,298,-1085
-7,95,-1054
46,-370,-964
-48,-222,-911
-87,448,-921
0,204,-1210
-273,109,-1132
-396,-374,-942
-624,-204,-995
-548,275,-866
-1077,425,-1296
-810,-15,-1085
-1134,-406,-942
-1044,-240,-808
-1229,507,-970
-1130,279,-1259
-923,-117,-1020
-1298,-134,-882
-1100,-48,-802
-1204,132,-1126
-927,89,-1126
-1239,-60,-1071
-1097,-83,-993
-1122,-15,-1139
-989,271,-1239
-1016,56,-1089
-993,-226,-976
-917,54,-1013
-942,503,-1286
-724,76,-1124
-925,-474,-837
-812,-462,-687
-892,404,-940
-897,763,-1108
-1116,-40,-1225
-923,-708,-976
-905,-310,-769
-1120,423,-751
-1247,583,-1011
-1165,-210,-1272
-1143,-175,-997
-1221,-11,-819
-1374,-126,-827
-1286,-17,-1059
-1235,273,-1122
-1147,195,-958
-1155,-160,-952
-1155,-286,-1075
-1173,37,-993
-1075,267,-958
-1091,228,-1145
-1161,-199,-1132
-1091,-327,-987
-1138,355,-1015
-1274,419,-1307
-899,-224,-1229
-933,-275,-1011
-940,210,-776
-1255,433,-1073
-888,-70,-1190
-1110,-402,-1126
-1089,-89,-827
-1401,46,-995
-1286,212,-1032
-1303,222,-1079
-1204,11,-1100
-1339,-95,-936
-1303,-175,-952
-1149,39,-960
-1249,283,-1022
-1264,-31,-1050
-1204,-128,-868
-1245,-279,-997
-1301,134,-1034
-1395,460,-1048
-1307,-337,-1188
-1327,-173,-1009
-1163,109,-890
-1567,573,-1050
-1245,-107,-1169
-1182,-452,-1145
-1409,-17,-808
-1516,474,-915
-1139,124,-1132
-1417,-111,-1278
-1069,-245,-933
-1426,140,-903
-1013,-31,-837
-1229,201,-1163
-1118,288,-1065
-1204,-175,-1110
-1569,-99,-1085
-1247,-429,-845
-1557,624,-974
-1216,160,-1206
-1536,89,-1301
-962,-437,-813
-1307,72,-831
-1255,185,-894
-905,-117,-1028
-1221,-95,-1147
-1331,197,-843
-1434,-1,-1036
-1235,52,-835
-1450,-224,-1218
-1251,409,-1141
-1676,-162,-1218
-1280,-103,-866
-1011,40,-841
-1259,404,-1206
-1303,89,-1087
-1180,-527,-979
-1028,-277,-1009
-1216,386,-1013
-1469,195,-1046
-1249,-173,-1054
-1024,-134,-1118
-1471,126,-927
-1204,281,-976
-1024,-249,-1040
-1598,357,-1231
-876,-99,-843
-1544,33,-1095
-1383,-558,-999
-1126,325,-1048
-1138,267,-1040
-1588,66,-1155
-786,-284,-749
-1157,-9,-952
-962,370,-929
-1030,17,-1221
-1100,-124,-944
-917,-212,-1020
-769,316,-1141
-1358,269,-962
-843,-242,-1063
-575,-240,-1134
-886,232,-968
-560,-298,-845
-482,271,-972
-571,230,-1169
-439,39,-1013
-245,-111,-767
-347,-236,-1018
-181,382,-1093
-87,-85,-1143
-156,136,-876
-58,-320,-935
78,214,-1057
111,-66,-997
-103,447,-1087
156,-552,-1026
201,450,-1028
124,-122,-853
29,355,-1013
341,-83,-1044
56,-27,-1159
103,-154,-917
206,-40,-751
435,306,-1032
464,203,-1114
556,37,-1048
952,-251,-718
911,265,-1161
1448,136,-892
1157,119,-1364
1516,52,-938
1063,-322,-1132
1635,242,-933
1200,163,-999
1221,-257,-1132
1335,208,-1251
1192,136,-905
1391,-357,-938
772,659,-1229
1579,-85,-800
974,1,-989
1009,1,-1106
1163,-124,-755
788,406,-837
1163,-206,-977
441,312,-1093
1266,-618,-653
548,263,-1013
845,210,-1204
474,210,-1251
692,-109,-999
700,-281,-970
1016,238,-958
722,160,-1225
1089,331,-1151
895,35,-997
972,-392,-905
1356,-37,-985
1042,355,-1184
993,87,-1061
868,-62,-1001
1356,-208,-1015
1403,232,-954
1075,384,-974
997,134,-1130
1491,-275,-1116
1208,-138,-833
1067,497,-835
1093,-74,-1097
1028,124,-1075
1518,-712,-691
763,571,-936
1360,-286,-892
798,318,-1054
1311,-193,-819
1274,220,-882
780,23,-1013
1104,-3,-1138
1196,273,-884
1085,-13,-1018
1208,-17,-1122
907,-329,-1067
1456,-15,-868
1165,546,-1040
1598,-13,-1122
1436,29,-1011
1218,-232,-927
1262,341,-1151
1360,177,-1069
1136,87,-1143
1534,-204,-1145
1116,185,-960
1368,-81,-948
1661,101,-1124
1313,128,-1081
1348,91,-864
1120,-78,-1069
1448,-17,-1018
1227,197,-966
1200,224,-999
1149,-29,-1095
977,-247,-960
1520,48,-786
1307,372,-1011
1038,146,-1091
1553,-320,-997
1409,-117,-901
1110,242,-979
1483,177,-1091
1015,103,-1112
1501,-269,-1001
1038,85,-1034
1110,-3,-942
1315,238,-1013
1202,140,-981
1210,193,-976
1136,-341,-981
1255,76,-1057
1376,236,-1030
1175,206,-1067
1159,-85,-1011
1274,-345,-950
1370,107,-917
1208,411,-1046
1177,91,-1065
1214,-19,-1079
1403,-279,-866
1198,286,-962
1151,206,-1102
1356,19,-1093
1231,60,-919
1272,-136,-977
1134,-9,-938
1218,162,-1018
1180,119,-1009
1011,189,-1001
997,-286,-956
960,15,-985
1032,320,-1038
862,177,-1112
720,-54,-1061
841,-339,-938
962,5,-886
771,398,-1108
897,42,-976
726,-27,-1038
823,-191,-985
683,154,-1032
562,208,-1102
593,-25,-1132
548,-31,-1077
540,60,-976
523,-83,-1022
519,136,-1015
532,208,-1073
480,17,-1065
312,-124,-948
425,-105,-952
247,415,-1028
400,23,-1095
162,-60,-1036
224,-177,-917
359,46,-960
181,316,-1022
204,48,-1022
197,-42,-989
138,-101,-977
140,99,-1048
19,261,-1001
169,-29,-1052
89,-50,-1044
64,-66,-927
191,-35,-948
99,195,-964
169,169,-1042
115,-31,-1018
37,-160,-915
185,-64,-1005
-21,406,-1038
189,3,-1052
21,-144,-1054
87,-130,-946
167,78,-979
126,269,-1015
130,89,-1069
122,-52,-991
134,-85,-958
140,9,-1024
23,259,-1022
117,25,-1052
144,-60,-1040
46,-91,-936
197,-40,-958
89,208,-999
146,193,-1067
148,3,-1038
35,-171,-960
162,-9,-1007
17,300,-1095
78,105,-1079
58,-152,-1067
113,-175,-954
136,117,-970
167,187,-1005
80,177,-1075
138,-87,-1054
85,-142,-999
101,70,-948
25,222,-1091
64,146,-1124
7,-66,-1097
66,-226,-909
150,-13,-927
89,189,-1007
78,277,-1069
107,-66,-1042
46,-232,-985
40,56,-938
-1,226,-1065
3,177,-1079
-70,-58,-1056
70,-212,-948
48,33,-911
81,148,-997
48,214,-1044
101,-35,-1061
29,-203,-964
23,42,-940
-19,204,-1054
62,134,-1073
-115,29,-1075
83,-230,-956
37,13,-907
35,169,-1005
52,253,-1036
21,-46,-1061
23,-216,-979
-50,35,-970
-17,263,-1038
-25,105,-1081
-115,-23,-1061
-25,-177,-979
19,-25,-909
-23,218,-989
1,191,-1050
19,-21,-1087
-31,-214,-938
-39,0,-977
-156,271,-1071
-42,107,-1098
-183,-52,-1054
-85,-181,-979
-33,-17,-938
-87,220,-983
-64,193,-1073
-58,-40,-1102
-19,-232,-942
-25,-42,-968
-134,376,-1057
58,33,-1106
-93,-21,-1052
33,-134,-952
107,-99,-960
25,234,-985
58,203,-1087
66,-40,-1098
44,-154,-948
56,-97,-979
-60,333,-1052
74,140,-1087
-60,-56,-1034
62,-146,-929
117,-99,-958
-9,226,-954
91,165,-1030
66,31,-1077
3,-197,-964
85,-101,-952
-68,353,-1024
62,130,-1110
-29,-27,-1063
21,-130,-940
162,-60,-987
27,183,-960
107,181,-1067
52,-19,-1087
-21,-138,-976
89,-95,-1005
-72,325,-1028
66,130,-1120
-62,-48,-1054
13,-101,-917
119,-58,-958
-50,191,-981
54,167,-1054
13,-15,-1046
-52,-191,-987
17,-33,-981
-101,294,-1020
-27,181,-1089
-68,-74,-1079
-21,-142,-925
91,-66,-958
-42,191,-976
3,210,-1061
15,-21,-1059
-81,-191,-976
1,-60,-991
-117,255,-1020
-21,171,-1057
-33,-27,-1081
-1,-140,-946
95,-35,-923
-33,134,-985
-3,232,-1079
15,-19,-1081
-31,-230,-952
-5,-31,-983
-103,265,-1071
31,199,-1048
-76,-44,-1075
62,-203,-968
19,-15,-907
35,148,-972
-11,296,-1087
29,-19,-1073
-5,-257,-968
-37,-7,-962
-68,204,-1048
3,226,-1050
-48,-1,-1069
31,-195,-987
56,-19,-913
9,80,-995
46,283,-1052
-5,52,-1106
-7,-210,-966
9,-33,-958
-89,191,-1097
-7,238,-1067
-66,-17,-1028
80,-187,-979
29,-7,-929
70,103,-989
-3,263,-1048
11,0,-1097
-11,-201,-968
-35,-25,-964
-48,181,-1065
-17,216,-1075
-54,-5,-1020
42,-138,-983
31,-42,-938
33,105,-985
3,210,-1046
0,44,-1079
-17,-152,-964
-15,-72,-991
-66,204,-1046
21,171,-1077
-97,56,-1048
126,-134,-981
0,-58,-917
33,124,-991
-25,230,-1065
-21,23,-1087
-15,-165,-958
-25,-101,-997
-87,275,-1015
54,142,-1102
-111,50,-1036
119,-128,-956
9,-126,-948
3,177,-970
1,204,-1067
-27,40,-1095
-17,-163,-950
-23,-142,-995
-81,284,-1011
81,136,-1071
-89,33,-1057
46,-99,-993
21,-130,-933
44,154,-938
-11,195,-1083
-3,97,-1093
-21,-156,-948
-1,-177,-1030
-142,324,-999
117,103,-1077
-60,7,-1034
39,-74,-962
74,-136,-940
13,144,-954
44,201,-1097
-40,85,-1098
-19,-109,-935
-11,-214,-987
-113,324,-1020
76,122,-1081
-13,-15,-1018
9,-52,-995
46,-152,-958
1,158,-921
50,142,-1071
-64,103,-1097
-1,-134,-962
7,-185,-997
-103,310,-1003
40,160,-1100
-48,-15,-1018
25,-81,-1001
33,-124,-942
1,146,-938
33,195,-1085
-50,89,-1083
-39,-124,-954
13,-206,-997
-117,306,-1007
39,169,-1108
-46,-17,-1036
31,-87,-993
48,-128,-956
-1,142,-950
1,208,-1065
-48,64,-1061
-42,-134,-1018
-11,-130,-970
-33,175,-987
1,218,-1093
-23,3,-1050
35,-85,-991
33,-93,-935
11,109,-958
25,236,-1079
-23,15,-1061
-39,-136,-1020
-17,-101,-954
-50,175,-991
33,218,-1085
-31,21,-1040
66,-121,-999
50,-93,-919
56,74,-977
-19,298,-1087
-1,9,-1071
-25,-113,-1013
-66,-99,-972
-11,160,-1016
21,15,-1040
64,-109,-1034
9,-99,-907
54,68,-962
-23,267,-1087
-31,17,-1075
-21,-152,-995
-76,-56,-979
0,144,-1007
-25,251,-1052
15,7,-1028
33,-152,-1046
-19,-81,-913
54,64,-935
-31,300,-1073
-60,37,-1128
13,-160,-983
-64,-97,-970
-66,152,-1034
-1,265,-1040
-1,37,-1007
68,-130,-1054
-54,-97,-925
74,42,-921
-40,275,-1044
-46,70,-1120
1,-150,-991
-81,-87,-942
-9,152,-1020
-23,261,-1052
-9,25,-1022
81,-144,-1032
-54,-136,-948
56,93,-901
-1,277,-1042
-64,93,-1139
13,-183,-979
-50,-150,-946
-25,156,-1016
31,267,-1075
9,89,-1018
85,-148,-1011
-3,-132,-972
3,87,-944
15,249,-1028
-72,111,-1139
21,-122,-1001
-66,-169,-981
19,163,-989
25,197,-1097
9,87,-1005
91,-115,-1020
-13,-181,-991
50,142,-927
21,199,-1022
-62,117,-1134
13,-136,-1005
-66,-187,-989
25,187,-958
35,199,-1100
-29,87,-1034
52,-101,-1040
-23,-210,-966
29,113,-909
3,222,-1044
-50,146,-1124
19,-152,-1015
-66,-214,-1005
-60,242,-935
52,167,-1095
-9,87,-1028
35,-121,-1032
17,-187,-979
-19,113,-919
-7,236,-1036
-72,138,-1106
5,-130,-1016
-42,-245,-1009
-50,197,-923
33,187,-1120
0,105,-1028
15,-89,-1038
-15,-206,-962
25,91,-894
-1,191,-1048
-56,206,-1104
-23,-144,-1034
-46,-238,-981
-33,175,-940
-9,220,-1097
56,97,-999
-5,-111,-1050
11,-163,-981
19,60,-921
5,208,-1048
-60,183,-1089
1,-121,-1009
-33,-224,-1009
-48,150,-948
13,212,-1093
68,128,-1011
21,-144,-1044
-3,-140,-962
25,25,-942
35,244,-1005
-9,156,-1098
-27,-122,-1065
-56,-173,-972
54,83,-938
-33,281,-1100
80,99,-1007
27,-138,-1026
-7,-124,-991
3,29,-958
23,240,-995
-7,146,-1075
-35,-105,-1073
-29,-150,-964
48,23,-933
-40,275,-1118
60,115,-1020
13,-150,-1018
-25,-119,-946
29,21,-972
-7,294,-995
21,85,-1089
-44,-111,-1061
-83,-132,-983
83,42,-931
-21,306,-1077
21,126,-1061
33,-163,-1009
-39,-140,-921
19,5,-1003
-21,298,-1007
-23,122,-1085
3,-107,-1034
-97,-144,-991
81,-5,-933
-48,286,-1073
25,146,-1067
48,-122,-1028
-52,-107,-923
44,-23,-991
-58,267,-997
-5,152,-1108
-11,-103,-1009
-87,-146,-997
37,25,-976
-39,275,-1018
46,119,-1061
25,-126,-1069
-62,-95,-913
60,-39,-974
-44,288,-997
-27,140,-1097
40,-91,-1016
-103,-162,-999
80,56,-964
-33,236,-1022
46,144,-1052
25,-91,-1067
-66,-142,-936
87,3,-956
-25,216,-993
-23,171,-1098
52,-85,-1022
-95,-175,-1001
72,56,-946
-37,251,-1052
42,138,-1048
27,-117,-1052
-23,-146,-976
33,54,-966
-9,195,-968
-1,156,-1098
11,-87,-1052
-64,-162,-989
33,93,-936
-17,191,-1104
0,160,-1022
40,-95,-1015
1,-191,-985
-19,68,-956
21,169,-972
-56,183,-1106
0,-48,-1052
-56,-245,-987
13,91,-917
-31,195,-1095
35,150,-1036
21,-60,-999
-17,-226,-991
-11,72,-968
-27,175,-991
0,183,-1063
7,-80,-1079
-87,-197,-1005
58,130,-884
-33,165,-1102
58,152,-1071
-42,-48,-999
29,-236,-977
-52,70,-1003
-17,222,-970
-1,132,-1044
-3,-64,-1081
-68,-224,-1011
50,122,-880
-11,201,-1104
50,144,-1075
-11,-50,-1016
48,-216,-977
-35,52,-974
-31,222,-995
-9,191,-1061
0,-70,-1083
-60,-234,-1005
25,101,-921
-39,261,-1065
107,95,-1056
-31,-21,-1030
9,-206,-960
-1,23,-993
-62,212,-999
3,195,-1038
-19,-56,-1073
-40,-232,-993
1,101,-936
-56,228,-1036
124,105,-1083
-81,-52,-1032
44,-158,-950
-1,-13,-993
-40,245,-977
-23,163,-1069
-3,-40,-1087
-78,-238,-977
35,27,-962
-64,325,-1044
70,91,-1067
-21,-60,-1005
-3,-169,-981
-5,-5,-997
-35,240,-952
-25,173,-1063
3,-46,-1095
-91,-218,-974
105,-1,-946
-103,337,-1036
111,101,-1065
-21,-85,-1028
-33,-132,-960
25,-19,-1005
-62,232,-950
60,109,-1073
-11,27,-1087
-74,-212,-976
103,-13,-944
-97,306,-1050
62,132,-1095
-21,-66,-1024
11,-165,-944
-17,-19,-1046
-54,232,-929
37,146,-1038
-13,7,-1112
-89,-197,-989
89,-50,-948
-66,298,-1034
50,177,-1102
-23,-52,-1032
-9,-216,-946
9,-1,-1030
-23,214,-954
48,179,-1038
27,-31,-1073
-105,-187,-1015
80,-27,-968
-60,261,-1005
83,154,-1110
-11,-40,-1059
33,-167,-927
25,-25,-1015
-89,201,-997
39,206,-1054
13,-19,-1056
-81,-230,-1003
33,-1,-977
-31,224,-1011
17,203,-1069
-33,-15,-1063
31,-240,-950
1,-21,-968
-23,158,-1013
-29,247,-1042
66,-7,-1046
-97,-247,-1015
39,15,-966
-35,204,-1009
52,165,-1075
-54,15,-1056
29,-228,-977
-23,9,-938
-48,121,-991
0,255,-1057
-19,3,-1050
-54,-240,-991
27,35,-970
-62,177,-1052
54,187,-1040
-78,0,-1056
80,-251,-993
-64,19,-925
11,119,-991
-23,265,-1079
-3,-13,-1046
-27,-259,-999
23,31,-966
-56,212,-1057
42,171,-1067
-74,25,-1009
128,-281,-1001
-66,31,-956
42,95,-979
-39,255,-1063
-5,25,-1083
-40,-230,-966
17,-15,-946
-58,201,-1059
91,201,-1079
-101,68,-1015
128,-247,-968
-62,-19,-987
-11,136,-989
21,226,-1061
-46,33,-1069
13,-244,-964
0,0,-948
-25,212,-1044
48,179,-1100
-62,62,-1032
95,-281,-989
-52,-42,-968
-50,171,-1001
35,234,-1040
1,44,-1097
-52,-189,-983
21,-81,-964
-60,257,-1020
39,136,-1095
-93,105,-1020
122,-208,-958
-60,-54,-974
-3,148,-983
-39,195,-1038
0,62,-1087
-78,-152,-979
54,-70,-970
-111,247,-1018
78,115,-1073
-99,80,-1036
121,-146,-954
-1,-95,-964
-40,150,-985
21,210,-1073
-44,60,-1069
21,-179,-960
21,-99,-1020
-130,316,-999
122,113,-1071
-76,50,-1061
21,-117,-966
23,-132,-958
-48,150,-979
-5,218,-1075
3,83,-1063
-46,-183,-952
33,-134,-1022
-128,308,-1005
119,140,-1069
-97,21,-1038
64,-122,-958
23,-111,-983
-42,128,-954
33,185,-1091
-56,115,-1067
0,-144,-956
50,-162,-985
-103,277,-1028
52,169,-1057
13,-17,-1050
-33,-83,-960
35,-111,-989
-81,103,-958
68,203,-1052
-54,93,-1091
-23,-128,-968
91,-189,-991
-122,267,-1034
33,210,-1063
-23,-19,-1052
7,-109,-976
-9,-62,-950
3,62,-976
3,208,-1075
-44,64,-1069
-50,-117,-964
70,-144,-995
-113,201,-1024
37,216,-1091
-39,-7,-1079
-44,-101,-970
70,-105,-952
-39,76,-1005
0,253,-1069
-5,52,-1054
-33,-136,-983
-7,-128,-985
-44,179,-1024
-1,240,-1069
-33,9,-1069
23,-158,-976
-9,-76,-917
29,80,-993
-21,283,-1061
17,39,-1059
-27,-158,-985
0,-107,-1005
-74,162,-993
33,220,-1067
-78,56,-1093
52,-148,-997
-1,-101,-886
62,50,-985
-62,316,-1087
7,54,-1067
-9,-177,-970
-23,-91,-1015
-44,162,-1005
0,253,-1038
-31,52,-1095
25,-142,-1028
-21,-101,-892
33,40,-958
5,312,-1077
-60,91,-1073
48,-191,-968
-54,-113,-1011
-74,183,-1015
21,253,-1026
-21,19,-1032
19,-130,-1048
-23,-95,-915
54,50,-954
-37,286,-1057
-17,95,-1093
27,-144,-942
-27,-124,-993
-27,189,-1042
1,204,-1079
-58,89,-1020
40,-138,-1020
-48,-144,-933
95,85,-958
-1,269,-1063
-50,111,-1087
56,-138,-931
-44,-179,-1005
-40,191,-1030
11,245,-1075
-52,74,-1020
83,-128,-1011
-33,-167,-962
39,111,-944
13,230,-1028
-50,121,-1112
11,-111,-985
-15,-220,-970
-31,238,-962
33,156,-1110
-80,140,-1044
48,-99,-1026
-29,-212,-940
54,113,-925
7,216,-1052
-21,146,-1093
-11,-121,-1003
-11,-222,-997
-64,222,-954
76,167,-1089
-40,111,-1028
46,-54,-1042
29,-261,-958
-15,134,-946
21,201,-1057
-58,158,-1065
33,-115,-1013
-31,-228,-1015
-56,232,-964
48,165,-1081
-33,93,-1036
0,-60,-1044
40,-236,-944
25,130,-931
17,177,-1069
-58,162,-1069
19,-105,-1005
-23,-238,-1028
-70,212,-936
66,167,-1091
-35,78,-1044
13,-56,-1048
52,-204,-927
0,76,-931
27,238,-1063
-72,144,-1061
58,-126,-1016
-13,-238,-1005
-78,191,-966
42,230,-1085
23,60,-1009
-17,-62,-1067
-7,-201,-952
0,87,-905
21,206,-1052
-58,167,-1069
17,-101,-1024
-29,-206,-985
-52,142,-995
-19,244,-1069
23,56,-1013
1,-81,-1056
-15,-163,-936
48,44,-948
3,226,-1038
-29,140,-1081
-27,-99,-1042
-17,-191,-974
-5,76,-983
-17,273,-1093
21,87,-1020
21,-99,-1038
-54,-169,-968
0,62,-952
33,234,-1020
-40,138,-1085
19,-111,-1052
-56,-136,-958
-5,21,-962
-33,331,-1079
23,70,-1026
31,-146,-1044
-46,-150,-938
35,27,-952
5,263,-1011
-37,144,-1095
48,-124,-1034
-60,-165,-976
15,42,-968
-3,292,-1061
13,111,-1050
7,-111,-1052
-39,-152,-913
56,-11,-974
-54,290,-1015
29,117,-1067
25,-105,-1044
-121,-150,-1005
66,15,-954
-13,294,-1026
19,134,-1073
5,-126,-1059
-60,-152,-925
23,31,-952
-11,249,-997
-29,124,-1112
54,-144,-1015
-124,-160,-993
52,54,-983
-15,279,-1044
-1,91,-1038
21,-109,-1073
-58,-146,-950
99,9,-936
-33,251,-1028
3,152,-1110
3,-109,-1003
-72,-193,-999
0,89,-995
-17,199,-1057
7,162,-1016
